OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
222,0503,503.0,MCDOWELL,1389,0503,160,79,0.49375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3401771.51171875,10468.8132384759
223,0725,725.0,SAN MONTEGO,1389,0725,85,52,0.611764,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3521257.71484375,7822.17648332676
224,0924,924.0,WITTMANN,1389,0924,1182,672,0.568527,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,153660544.574219,68603.2748806157
225,0642,642.0,PIMA,1389,0642,764,474,0.620418,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2762945.42578125,7724.62314127558
226,0281,281.0,FESTIVAL,1389,0281,951,816,0.858044,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7645590.28515625,13493.7042495016
227,0466,466.0,LONGMORE,1389,0466,178,87,0.488764,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6424808.375,15233.8446289791
228,0404,404.0,JOHN CABOT,1389,0404,1109,608,0.548241,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6539048.078125,11758.2663934857
229,0525,525.0,MOHAVE,1389,0525,922,557,0.604121,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4231506.9609375,11338.6755430261
230,0100,100.0,CANTERBURY,1389,0100,829,550,0.663449,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3493858.3046875,10041.0403380904
231,0438,438.0,LAS SENDAS,1389,0438,1392,958,0.688218,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8049380.31640625,13564.2396271053
232,0243,243.0,DURANGO,1389,0243,782,399,0.51023,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13097434.3867188,20692.1726755597
233,0856,856.0,TURNEY,1389,0856,399,214,0.53634,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3280616.0,9784.8594635323
234,0761,761.0,SILVERADO,1389,0761,548,232,0.423357,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5631672.390625,10614.4625289834
235,0150,150.0,COLTER,1389,0150,230,95,0.413043,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1933797.484375,6009.97148873666
236,0045,45.0,AVONDALE,1389,0045,203,97,0.477832,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5487217.48828125,11886.7484290376
237,0692,692.0,RIO VERDE,1389,0692,2510,1840,0.733067,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,77250256.328125,64983.4573847145
238,0495,495.0,MARTIN,1389,0495,336,172,0.511904,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,275559422.914063,87332.746833537
239,0400,400.0,JANICE,1389,0400,534,311,0.582397,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3160144.92578125,8160.06316323285
240,0318,318.0,GLENCROFT,1389,0318,682,380,0.557184,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3578921.94921875,7576.42048510864
241,0898,898.0,WESTRIDGE,1389,0898,230,90,0.391304,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16712013.4023438,19126.1107821222
242,0820,820.0,SURPRISE,1389,0820,497,298,0.599597,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5944696.984375,11791.972293032
243,0502,502.0,MCDONALD,1389,0502,245,163,0.665306,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1145953.57421875,4507.88667112817
244,0112,112.0,CARVER,1389,0112,579,308,0.531951,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11040898.0859375,18641.476723035
245,0066,66.0,BLOOM,1389,0066,636,345,0.542452,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3739785.69921875,9661.3750718935
246,0666,666.0,PYRAMID PEAK,1389,0666,1224,718,0.586601,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7270366.8671875,12354.4744296091
247,0105,105.0,CARDINAL,1389,0105,946,658,0.69556,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9579173.0625,13793.8713995268
248,0702,702.0,ROESER,1389,0702,403,187,0.464019,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8087756.40234375,13975.9140022772
249,0676,676.0,RED MOUNTAIN,1389,0676,1327,848,0.639035,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13613949.46875,17935.9014045334
250,0758,758.0,SIESTA,1389,0758,441,267,0.605442,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867986.37890625,5779.19336502632
251,0202,202.0,DEERVIEW,1389,0202,237,139,0.586497,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1888567.05078125,5832.18430251927
252,0451,451.0,LIME,1389,0451,320,163,0.509375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697336.8203125,7692.87797742629
253,0195,195.0,DALLAS,1389,0195,1277,635,0.497259,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8167757.875,14988.3166882592
254,0094,94.0,CAMBRIDGE,1389,0094,44,16,0.363636,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,999396.671875,3984.75023688963
255,0479,479.0,MADISON PARK,1389,0479,453,257,0.567328,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5157612.16015625,12744.6954313236
256,0612,612.0,PALO VERDE,1389,0612,1237,710,0.573969,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5528625.15625,9595.84961450252
257,0234,234.0,DOVE VALLEY,1389,0234,764,400,0.52356,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11474393.1679688,15517.4055165311
258,0174,174.0,COTTONWOOD COUNTRY CLUB,1389,0174,1695,1302,0.768141,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7463704.8046875,11580.2642706129
259,0437,437.0,LAS COLINAS,1389,0437,1350,663,0.491111,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7066748.64453125,13701.2017246393
260,0694,694.0,RIVERSIDE,1389,0694,263,80,0.304182,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,35439980.0859375,27849.339583024
261,0510,510.0,MESA GRAND,1389,0510,465,252,0.541935,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1845738.8125,5754.45061711741
262,0625,625.0,PEAK VIEW,1389,0625,1115,830,0.744394,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,20198894.0664063,20347.437876802
263,0030,30.0,ARCADIA,1389,0030,775,465,0.6,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3773772.62890625,7780.43275552885
264,0137,137.0,CLEARWATER,1389,0137,482,355,0.736514,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7655273.7421875,12227.1424287508
265,0506,506.0,MCQUEEN,1389,0506,1065,600,0.56338,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697721.8359375,7689.80466948717
266,0682,682.0,REFLECTION,1389,0682,198,109,0.550505,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1707692.96484375,5785.24619995103
267,0248,248.0,EASTMARK,1389,0248,1188,625,0.526094,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2813676.00390625,6798.86362160296
268,0851,851.0,TRILOGY,1389,0851,1277,582,0.455755,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4113319.33203125,8468.22234016476
269,0732,732.0,SANTA MARIA,1389,0732,187,77,0.411764,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5471767.0859375,9584.70704735587
270,0285,285.0,FLYNN,1389,0285,199,83,0.417085,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1846189.98828125,5777.20141665135
271,0191,191.0,CULVER,1389,0191,132,50,0.378787,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1870129.8671875,5797.74160847122
272,0188,188.0,CROSSROADS PARK,1389,0188,797,371,0.465495,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4512337.1328125,11126.6122675093
273,0082,82.0,BUFFALO RIDGE,1389,0082,1032,574,0.556201,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5692958.54296875,11766.6910609669
274,0621,621.0,PARKWOOD,1389,0621,727,361,0.496561,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4978406.171875,9786.08594465191
275,0821,821.0,SURPRISE FARMS,1389,0821,942,500,0.530785,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3661108.36328125,7613.66897242707
276,0536,536.0,MOUNTAIN GATE,1389,0536,862,463,0.537122,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4674225.9375,12123.7812725081
277,0853,853.0,TULANE,1389,0853,479,266,0.555323,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7448299.421875,11588.4590968099
278,0329,329.0,GRAND,1389,0329,1992,1686,0.846385,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11780517.125,19835.2917526856
279,0180,180.0,COYOTE LAKES,1389,0180,664,370,0.557228,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7331281.97265625,13993.8099245336
280,0867,867.0,VELERO,1389,0867,371,212,0.571428,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1914337.8359375,6196.51291731346
281,0310,310.0,GERONIMO,1389,0310,357,208,0.582633,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1867763.4765625,5790.14062793729
282,0405,405.0,JOMAX,1389,0405,15,5,0.333333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,518359.44921875,4617.55650727113
283,0106,106.0,CAREFREE,1389,0106,1379,1023,0.741841,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,33105314.7539063,39153.1170322731
284,0098,98.0,CAMPBELL PARK,1389,0098,406,219,0.539408,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3901358.64453125,9711.34297708001
285,0163,163.0,CORDES,1389,0163,315,147,0.466666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7773885.69140625,12204.4073333628
286,0854,854.0,TUMBLEWEED,1389,0854,317,115,0.362776,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5559803.90234375,11479.1910449457
287,0693,693.0,RITTENHOUSE,1389,0693,2041,1046,0.512493,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12085216.7148438,16698.516076478
288,0912,912.0,WIKIEUP,1389,0912,430,237,0.551162,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2066578.27734375,6158.08226656059
289,0659,659.0,POWDERHORN RANCH,1389,0659,379,255,0.672823,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2315879.3671875,6714.64903676202
290,0717,717.0,SAHUARO RANCH,1389,0717,503,312,0.620278,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611168.60546875,7609.94506146077
291,0895,895.0,WESTBROOK,1389,0895,1475,1008,0.683389,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5276064.2734375,9199.97540944051
292,0499,499.0,MAYFLOWER,1389,0499,674,368,0.545994,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3818105.55078125,7817.4854395429
293,0916,916.0,WILLIAMS FIELD,1389,0916,1009,511,0.506442,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,54304796.515625,34282.3129416477
294,0103,103.0,CANYON SPRINGS,1389,0103,761,413,0.542706,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10189673.1914063,21641.7758216627
295,0740,740.0,SENNIA VISTA,1389,0740,419,173,0.412887,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11603921.3046875,18425.2572498533
296,0875,875.0,VINEYARD,1389,0875,507,294,0.579881,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11140003.8671875,13508.178119349
297,0689,689.0,RIO MONTANA,1389,0689,802,556,0.693266,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7486360.2890625,14771.8071012214
298,0387,387.0,HORSESHOE,1389,0387,1145,679,0.593013,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5587538.93359375,9717.35727289586
299,0292,292.0,FOXWOOD,1389,0292,549,293,0.533697,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2713051.3828125,6665.45517381977
300,0485,485.0,MANISTEE,1389,0485,294,160,0.544217,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4386771.93359375,10366.2874190861
301,0313,313.0,GILA,1389,0313,751,368,0.490013,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4963133.7265625,11217.4525904136
302,0469,469.0,LOS GATOS,1389,0469,1491,867,0.581488,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7520170.02734375,11746.5573562567
303,0746,746.0,SHADY GLEN,1389,0746,509,246,0.4833,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3349302.984375,7341.03862729964
304,0311,311.0,GETTY,1389,0311,571,292,0.511383,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25372598.0703125,29174.126310193
305,0644,644.0,PINNACLE PEAK,1389,0644,1639,1285,0.784014,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,109187964.742188,60872.84650126
306,0899,899.0,WESTWARD HO,1389,0899,327,153,0.467889,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4195690.30078125,10075.2881495972
307,0429,429.0,LAKEVIEW,1389,0429,630,488,0.774603,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2935639.734375,7884.46272145215
308,0344,344.0,GUERRERO,1389,0344,410,185,0.451219,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5501720.234375,11499.0413757703
309,0738,738.0,SCUDDER,1389,0738,804,507,0.630597,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3837729.9375,8039.91183440149
310,0886,886.0,WATER WORKS,1389,0886,710,378,0.532394,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2943685.25,11667.8161298515
311,0420,420.0,KINGS,1389,0420,1073,540,0.503261,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5677031.82421875,9831.14293325963
312,0671,671.0,RAINTREE,1389,0671,594,357,0.60101,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2444382.22265625,6444.36018870836
313,0109,109.0,CAROL ANN,1389,0109,1215,616,0.506995,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6416236.37109375,11535.8832787339
314,0406,406.0,JOSHUA TREE,1389,0406,1913,1336,0.698379,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7955480.4375,12031.6320225768
315,0790,790.0,STELLAR,1389,0790,1168,725,0.620719,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6781523.57421875,11937.4134678315
316,0079,79.0,BROOKS FARM,1389,0079,1379,769,0.55765,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9451995.140625,13587.1584452876
317,0582,582.0,OAKWOOD COUNTRY CLUB,1389,0582,2077,1653,0.795859,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7380507.03125,11430.6376978051
318,0349,349.0,HAPPY VALLEY,1389,0349,1200,707,0.589166,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6353231.42578125,10716.2669007416
319,0518,518.0,MILLS,1389,0518,122,50,0.409836,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1938449.953125,5906.28937133726
320,0324,324.0,GOLDEN EAGLE,1389,0324,1635,1257,0.768807,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,25901979.265625,23230.5197649288
321,0039,39.0,ASTER,1389,0039,751,470,0.625832,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4434866.65234375,8835.82887632854
322,0269,269.0,ESCUDA,1389,0269,409,242,0.591687,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1804135.55078125,5777.74216805508
323,0769,769.0,SONOQUI,1389,0769,2078,1127,0.542348,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21858246.2460938,19111.1092477172
324,0107,107.0,CARL,1389,0107,345,160,0.463768,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3660949.05859375,7653.24389940833
325,0745,745.0,SHADOW ROCK,1389,0745,813,551,0.677736,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5998299.16796875,13827.2976766747
326,0342,342.0,GROVES,1389,0342,1797,958,0.53311,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9498796.82421875,18277.7562475074
327,0133,133.0,CITRUS GARDENS,1389,0133,952,630,0.661764,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3722774.703125,7716.10056315385
328,0817,817.0,SUNSET RIDGE,1389,0817,133,77,0.578947,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2804284.2109375,9607.34221241201
329,0935,935.0,ZUNI HILLS,1389,0935,2471,1308,0.52934,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19216562.7539063,29818.3097929859
330,0862,862.0,VALENCIA,1389,0862,96,57,0.59375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6081602.75390625,10634.61045195
331,0435,435.0,LARKSPUR,1389,0435,239,143,0.598326,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,949021.70703125,3896.0250720649
332,0522,522.0,MISSION,1389,0522,794,426,0.536523,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3748676.9453125,7732.3672897855
333,0763,763.0,SKY HAWK,1389,0763,599,499,0.833055,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2740899.5078125,7913.39047223553
334,0818,818.0,SUNUP,1389,0818,538,284,0.527881,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2151032.453125,6748.4187582954
335,0548,548.0,NICOLET,1389,0548,467,235,0.503211,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2897114.828125,8165.62548808988
336,0804,804.0,SUNCLIFF,1389,0804,443,225,0.5079,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3755056.3515625,7746.11725419549
337,0225,225.0,DEVONSHIRE,1389,0225,1086,643,0.592081,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8819170.41015625,13393.7359196315
338,0433,433.0,LANTANA CANYON,1389,0433,785,430,0.54777,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7898206.04296875,12492.0307277598
339,0298,298.0,FULTON RANCH,1389,0298,1347,905,0.671863,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8419560.37109375,12597.2973718499
340,0515,515.0,MICHELLE,1389,0515,405,233,0.575308,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1859346.4921875,5776.36478781803
341,0723,723.0,SAN MICHELLE,1389,0723,1675,989,0.590447,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8950523.19921875,16793.9252800759
342,0646,646.0,PINON,1389,0646,1088,567,0.521139,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5649111.92578125,9883.56751868812
343,0614,614.0,PAPAGO PARK,1389,0614,197,85,0.431472,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10854986.375,16285.8262568091
344,0903,903.0,WHITE TANK,1389,0903,105,63,0.6,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,474294746.109375,115284.638663391
345,0381,381.0,HOLMES,1389,0381,295,123,0.416949,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4357690.625,9012.14980313917
346,0833,833.0,TIERRA ESTE,1389,0833,729,404,0.554183,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2775396.03125,8503.19680783853
347,0706,706.0,ROSE,1389,0706,767,406,0.529335,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3730337.16015625,7726.14341161762
348,0480,480.0,MADRID,1389,0480,188,73,0.388297,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8735902.78125,14378.9154392481
349,0654,654.0,PONDEROSA,1389,0654,419,218,0.520286,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3567234.4765625,7548.08638107738
350,0655,655.0,PORT ROYALE,1389,0655,527,287,0.544592,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3611752.96875,7628.54543765867
351,0678,678.0,REDSTONE,1389,0678,1091,878,0.804766,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11727760.3984375,17527.5001510204
352,0600,600.0,PALISADES,1389,0600,1121,856,0.763603,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11206384.9296875,15898.31440671
353,0124,124.0,CHEATHAM,1389,0124,326,172,0.527607,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3666848.078125,7736.50532796166
354,0116,116.0,CAVE CREEK,1389,0116,1546,1072,0.693402,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,364363444.925781,94805.7700923287
355,0215,215.0,DESERT MIRAGE,1389,0215,580,339,0.584482,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3710675.1875,7705.80093317914
356,0661,661.0,PRASADA,1389,0661,752,477,0.634308,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11067751.9414063,15166.5782883155
357,0035,35.0,ARTESIAN,1389,0035,749,387,0.516688,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2685979.9140625,6693.38961105096
358,0207,207.0,DESERT BLOSSOM,1389,0207,647,435,0.672333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6310259.31640625,11803.7475523924
359,0863,863.0,VALENCIA GROVES,1389,0863,1025,509,0.496585,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3727199.4609375,7724.54313165366
360,0218,218.0,DESERT ROSE,1389,0218,568,333,0.586267,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2777777.03125,7675.92136678387
361,0445,445.0,LEHI,1389,0445,1081,592,0.547641,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7403294.37109375,15446.939263882
362,0430,430.0,LAKEWOOD,1389,0430,1022,686,0.671232,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3713686.9296875,7707.66157777024
