OBJECTID,BdVal,BdName,Requests,Returns,PercentReturned,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
456,0256,ELLIS,2340,1248,0.533333,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685271.68359375,7679.36634168874
457,0117,CELAYA,2266,1151,0.507943,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4357092.27734375,10581.0135513558
458,0441,LAVEEN,2096,1045,0.498568,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3687954.14453125,7683.46414103834
459,0524,MOBILE,46,27,0.586956,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,798298862.789063,115392.556781239
460,0888,WEINBERG,3308,2271,0.686517,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11297872.3554688,15471.4917160121
461,0212,DESERT HIGHLANDS,2668,2093,0.784482,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,128835417.074219,66347.0935253852
462,0346,HALIFAX,1225,778,0.635102,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1829883.01953125,5757.18592753281
463,0224,DESSIE,1966,722,0.367243,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4521812.09765625,10359.5793005719
464,0589,OPTIMIST,2817,1842,0.653887,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3640580.19921875,7578.58230624508
465,0074,BONSALL PARK,569,174,0.305799,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3819398.19140625,7820.18016665982
466,0633,PEORIA HEIGHTS,1953,964,0.493599,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3470059.1484375,9863.53512028277
467,0638,PICADILLY,1859,1460,0.785368,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2664279.28125,7513.06551772653
468,0014,ALMA,5,2,0.4,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2236579.0546875,10526.3397349962
469,0131,CINCO,2,0,0.0,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15301.4609375,687.456715688605
470,0764,SKY VIEW,1631,1050,0.643776,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2988868.6484375,9110.67198996304
471,0452,LINDNER,2125,1337,0.629176,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3948740.7265625,7977.91676054535
472,0325,GOLDEN HILLS,3635,1985,0.546079,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9319855.890625,15832.3303237921
473,0170,CORTEZ,1145,463,0.404366,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2750646.9375,7290.45509072273
474,0695,RIVERVIEW,2526,1261,0.499208,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2858016.90234375,7821.48111040537
475,0194,DALE,1438,893,0.621001,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,113501760.238281,56723.0165833958
476,0809,SUNLAND,2088,871,0.417145,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6802820.7421875,11343.5333275271
477,0096,CAMEO,2743,2386,0.86985,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6381390.16015625,11800.8274816392
478,0530,MONTE VISTA,1267,501,0.395422,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1824958.015625,5705.51793592922
479,0874,VILLA RITA,1728,1128,0.652777,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1892579.703125,5876.88956298588
480,0356,HASSAYAMPA,159,88,0.553459,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,96882903.1367188,50184.8582566729
481,0759,SILVER CREEK,3023,1770,0.585511,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7559449.921875,14288.105849022
482,0363,HERMOSA,2997,1475,0.492158,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8229662.734375,15786.8865179045
483,0085,BUNKER PEAK,345,191,0.553623,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3189605.37890625,7610.32823055595
484,0153,COMPADRE,4458,2949,0.661507,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11595049.5820313,26918.0332631228
485,0371,HILLCREST,2167,1852,0.854637,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5118808.35546875,9815.38782788878
486,0152,COMMONWEALTH,1581,758,0.479443,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3720801.38671875,7717.08428532491
487,0511,MESA LINDA,1876,874,0.465884,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3568941.1015625,7408.84074655414
488,0909,WIER,1897,1293,0.681602,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3744440.96875,7738.56371740663
489,0390,HUDSON,2462,1124,0.456539,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4569687.07421875,9788.084342352
490,0093,CALYPSO,1814,1432,0.789415,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3855457.11328125,8585.10623875443
491,0395,INDIAN WELLS,2711,1993,0.735153,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4183004.96875,10313.3479883094
492,0660,POWER RANCH,4052,2237,0.552073,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6668643.40625,11814.7094577396
493,0436,LAS BRISAS,4128,2843,0.688711,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9275425.75390625,20453.5140906563
494,0319,GLENN,1726,1479,0.856894,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2402930.08984375,6678.11801493058
495,0304,GATEWAY,1151,438,0.380538,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2369369.359375,6733.90328827863
496,0757,SIERRA VISTA,2213,1253,0.566199,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2791681.265625,7810.39484381717
497,0739,SELLS,2301,1589,0.690569,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11231617.3515625,13556.7069332554
498,0649,POCO BUENO,3420,1950,0.570175,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11282461.890625,15688.8697986204
499,0440,LAUREL,1336,979,0.732784,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2851650.50390625,9542.86295608096
500,0412,JUPITER,3027,2045,0.675586,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3894147.2578125,7875.77772216347
501,0282,FIESTA RANCH,3078,1856,0.602988,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7512772.078125,11644.2696572988
502,0712,RUBY,2801,1862,0.664762,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3754472.16796875,7749.05996068936
503,0182,CREEDANCE,3275,2022,0.617404,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7457095.4765625,11973.3637874126
504,0780,SPRINGFIELD,1700,1047,0.615882,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2726768.68359375,12296.3492294275
505,0537,MOUNTAIN SKY,3118,2216,0.710711,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4088382.94921875,10119.2813775363
506,0341,GROVERS,2380,1065,0.447478,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3644907.17578125,7647.1482038656
507,0071,BLUEJAY,983,658,0.669379,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3545216.58984375,7532.66807338535
508,0048,BALBOA,2618,1611,0.615355,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4062321.203125,9579.96019911427
509,0270,ESQUIRE,2937,1414,0.481443,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4272562.1953125,9386.06327178122
510,0718,SALOME,424,200,0.471698,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,893200400.457031,148313.351830162
511,0382,HONDA,1670,741,0.443712,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,315701398.570313,98959.8759026192
512,0520,MINNEZONA,1262,465,0.368462,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2163335.015625,6774.63566401725
513,0029,ARBOR,617,455,0.737439,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,27066463.2929688,32188.3103043205
514,0158,COPPER,2162,1558,0.720629,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3382258.46484375,7567.44673633741
515,0095,CAMELOT,4006,2973,0.742136,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10507351.8789063,16782.2522089616
516,0486,MANZANITA,1251,655,0.523581,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1908949.828125,5838.36139184518
517,0368,HIDALGO,3336,1709,0.51229,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8543962.234375,12723.6228714892
518,0814,SUNNYVALE,3912,2198,0.56186,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7148699.59375,11762.7521279924
519,0322,GOLD DUST,1263,941,0.745051,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2712494.44140625,7696.12904591842
520,0711,ROYAL OAK,2358,1939,0.822307,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3977316.93359375,10692.1931626163
521,0741,SENTINEL,41,19,0.463414,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6000811855.76953,376935.926050865
522,0453,LIONS,746,635,0.851206,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1402016.71875,5745.59670297427
523,0192,DAHLIA,1372,855,0.623177,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3732149.609375,7728.01902970263
524,0185,CRISMON,3581,2323,0.648701,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4235445.3828125,9894.82371779868
525,0303,GARY,2290,1642,0.71703,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7885434.67578125,15816.8168356631
526,0579,OAKGROVE,1402,931,0.664051,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1803644.421875,6235.85410259923
527,0719,SALT RIVER,2080,1500,0.721153,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3232804.4375,7693.74096872998
528,0855,TURF PARADISE,923,595,0.644637,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3372354.45703125,7592.26087510837
529,0681,REEMS,2531,1383,0.546424,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5267915.20703125,9309.636012526
530,0380,HOLLYHOCK,2216,776,0.35018,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3180838.1484375,8682.64982120388
531,0327,GOODYEAR,1126,516,0.458259,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9561059.28125,18892.9258962034
532,0827,TARTESSO,3715,1953,0.525706,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,187872749.679688,65742.212698305
533,0791,STONEGATE,1548,1217,0.786175,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3898051.296875,8362.06212705966
534,0141,CLOVIS,638,413,0.647335,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,922705.734375,3841.87179019491
535,0527,MOLLY,1564,987,0.631074,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12082769.9335938,17456.0406871316
536,0587,OLNEY,2522,1702,0.674861,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19848039.4257813,20498.6079670784
537,0075,BOULDER MOUNTAIN,3139,2453,0.781459,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11710146.4023438,19384.9448138976
538,0585,OLD WEST,2375,1327,0.558736,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697347.8046875,7692.17661775761
539,0501,MCCORMICK RANCH,4723,3717,0.786999,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9787258.12890625,15467.8802870305
540,0532,MONTEROSA,1068,872,0.816479,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2096655.828125,9583.38609245323
541,0517,MILLER,308,146,0.474025,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,60859983.1796875,38608.3011798598
542,0580,OAKHURST,829,560,0.675512,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876382.375,6049.80925863301
543,0468,LOS ALAMOS,2281,1414,0.619903,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3762085.66796875,7752.54203433486
544,0697,ROADMASTER,1161,598,0.515073,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6894071.015625,13164.8920457846
545,0528,MONROE,1514,865,0.571334,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21138076.921875,26012.8044623241
546,0087,BUTLER,2780,1232,0.443165,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3723004.73046875,7716.03938069491
547,0097,CAMPBELL,2935,1698,0.578534,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5754996.84765625,9947.59145267149
548,0618,PARK CENTRAL,4249,2957,0.695928,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5634012.5546875,9687.94862698843
549,0449,LIBERTY,1017,610,0.599803,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,87168900.1015625,43725.8975239093
550,0007,AGUA FRIA,1286,990,0.769828,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801967.8359375,11070.2356096425
551,0254,EL DOMINGO,1966,1420,0.722278,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2556875.484375,8355.58055456083
552,0539,MOUNTAINSIDE,2936,2484,0.846049,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,57971125.1132813,36924.7329337748
553,0160,COPPERWOOD,1289,773,0.599689,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1812223.3359375,5684.38873126282
554,0551,NORTH,400,229,0.5725,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,798483.88671875,4766.4591046536
555,0785,ST FRANCIS,1437,969,0.674321,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1868034.54296875,5798.88765438512
556,0748,SHASTA,2588,2188,0.84544,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5137647.74609375,9571.28606284911
557,0364,HERMOSA VISTA,3622,2728,0.753175,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22525189.4609375,27873.6114010891
558,0386,HORIZON,3932,2806,0.713631,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7516098.99609375,13967.2769519254
559,0630,PEGASUS,1825,1107,0.606575,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4342360.921875,9943.46356670974
560,0857,TUTHILL,3138,2232,0.711281,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6546450.578125,13078.9446338752
561,0593,ORCHID,1887,1206,0.639109,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11186703.21875,15411.4056425546
562,0049,BALSZ,2374,1026,0.432181,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4907517.55078125,12196.9813465464
563,0397,ISAAC,1033,383,0.370764,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4720233.234375,8714.51884393638
564,0929,YALE,1280,707,0.552343,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1966559.39453125,6344.38414827633
565,0680,REED PARK,1129,539,0.477413,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2190527.08984375,6882.3356080642
566,0317,GIOVANNI,312,81,0.259615,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,753212.96484375,4613.79297246203
567,0347,HALL,2068,1668,0.806576,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2825528.765625,7772.42565049203
568,0238,DREYFUS,2051,1468,0.715748,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2303150.65234375,6470.19926254826
569,0812,SUNNYSIDE,942,648,0.687898,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1922342.890625,6104.30245361332
570,0345,HADLEY,1843,836,0.453608,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9196450.56640625,14236.9945135842
571,0665,PURPLE SAGE,1110,540,0.486486,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3703559.04296875,7711.53135534694
572,0464,LONGBOW,2169,1483,0.683725,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16836903.390625,23481.6697132702
573,0675,READE,1358,641,0.472017,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1837284.11328125,5894.68275869005
574,0523,MITCHELL PARK,1549,1003,0.647514,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2653208.9375,6617.56718122568
575,0889,WELDON,1356,575,0.424041,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5564581.8359375,11939.6639600285
576,0788,STARLIGHT,1530,608,0.397385,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2296147.70703125,6795.5536845154
577,0226,DIABLO,1413,916,0.648266,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5009652.58203125,10690.4937966365
578,0611,PALO CRISTI,2059,1705,0.828071,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13164367.03125,21972.8265214225
579,0645,PINNACLE WEST,2810,2206,0.785053,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7554428.5703125,11666.0424570231
580,0328,GRANADA,2446,1063,0.434587,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4163826.33203125,8651.87601275608
581,0461,LONE MOUNTAIN,2858,2157,0.754723,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15482579.6601563,18442.2864184547
582,0784,ST CHRISTOPHER,1112,900,0.809352,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1873063.578125,5925.1051666261
583,0545,MYSTIC,3281,2297,0.700091,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5377489.23828125,9610.18441481106
584,0193,DAISY,1438,799,0.555632,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2182269.01171875,6778.09215967113
585,0295,FREMONT,2134,1416,0.663542,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8341614.30078125,15387.0157535929
586,0514,METRO,1361,638,0.468772,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3467350.8515625,8213.55739911663
587,0262,ENCLAVE,3438,2803,0.815299,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9665158.734375,14194.5495082247
588,0140,CLOVER,958,420,0.438413,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2010106.96875,8900.39438591469
589,0258,ELWOOD,3002,1470,0.489673,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3626316.16015625,9872.74315071134
590,0910,WIGWAM,3860,3063,0.793523,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12249828.1445313,18698.6597943527
591,0504,MCKELLIPS PARK,1109,644,0.580703,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1974970.77734375,6739.17557433176
592,0157,CONTENTION MINE,1213,722,0.595218,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876454.18359375,5818.27461872692
593,0457,LOLA,2323,1446,0.62247,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801390.11328125,7706.00365568912
594,0893,WEST WING,3251,2393,0.736081,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12046884.4960938,17022.8722650037
595,0750,SHEA,674,505,0.749258,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,939265.21875,3877.78632450255
596,0399,JACKRABBIT,2680,1847,0.689179,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3647131.609375,9718.51033542399
597,0043,AVIANO,3371,2398,0.711361,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5077642.1640625,9090.4203113171
598,0802,SUN VALLEY,584,534,0.914383,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,18728267.1523438,22693.6040836567
599,0227,DIXILETA,5298,3877,0.731785,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9262900.23046875,14177.443124721
600,0057,BETHANY,1387,1166,0.840663,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4806519.78515625,11520.0707697625
601,0729,SANDIA,2358,1686,0.715012,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3292243.53515625,8664.05654508176
602,0286,FOLLEY,1618,956,0.590852,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3587813.4453125,7705.2335377764
603,0392,INDEPENDENCE,2710,1281,0.472693,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5204136.12109375,9617.6720833372
604,0253,EL CARO,3491,1890,0.541392,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5586536.5546875,9656.8844780025
605,0042,AUGUSTA RANCH,2734,1641,0.600219,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3713936.7890625,7714.80942316452
606,0865,VAN NESS,1363,890,0.652971,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1890419.4453125,6864.80384432836
607,0053,BAYSHORE,4474,3257,0.727983,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6997101.44140625,11607.8816611518
608,0622,PASEO,693,452,0.652236,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,14111964.5273438,20594.9880566544
609,0783,SPUR,4134,2592,0.626995,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7438238.09375,11586.5720254151
610,0063,BLACK CANYON,1593,773,0.485247,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685896.9921875,7679.46448429779
611,0060,BILTMORE,2159,1841,0.852709,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4674737.37109375,10477.3404442484
612,0744,SEVILLE,4699,3109,0.66163,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10199582.4375,15291.2788152803
613,0332,GRAYHAWK,2038,1525,0.748282,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6048692.609375,11013.3167720952
614,0033,ARLINGTON,28,16,0.571428,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1969018824.39063,247770.945316145
615,0648,PIONEER,1468,1013,0.690054,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4421958.1953125,8772.50516092251
616,0354,HARRISON,1264,449,0.355221,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8317597.875,11507.478899097
617,0104,CAPITOL SCHOOL,612,284,0.464052,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1431588.59765625,5279.66437831565
